Date,Teams_elo,From,To,Team_Full_Name
03-06-2018,1917,03-06-2018,03-06-2018,Peru
03-06-2018,1546,03-06-2018,03-06-2018,South Africa
03-06-2018,1323,03-06-2018,03-06-2018,Botswana
03-06-2018,2042,03-06-2018,03-06-2018,Spain
03-06-2018,1034,03-06-2018,03-06-2018,Andorra
03-06-2018,1586,03-06-2018,03-06-2018,Saudi Arabia
03-06-2018,1751,03-06-2018,03-06-2018,Ukraine
03-06-2018,1560,03-06-2018,03-06-2018,Albania
03-06-2018,1436,03-06-2018,03-06-2018,Cape Verde
03-06-2018,1676,03-06-2018,03-06-2018,Northern Ireland
03-06-2018,1444,03-06-2018,03-06-2018,Zimbabwe
03-06-2018,1171,03-06-2018,03-06-2018,Belize
04-06-2018,1723,04-06-2018,04-06-2018,Morocco
04-06-2018,1867,04-06-2018,04-06-2018,Chile
04-06-2018,1196,04-06-2018,04-06-2018,India
04-06-2018,1891,04-06-2018,04-06-2018,Italy
04-06-2018,1752,04-06-2018,04-06-2018,Slovakia
04-06-2018,1907,04-06-2018,04-06-2018,Netherlands
04-06-2018,1352,04-06-2018,04-06-2018,Kenya
04-06-2018,1764,04-06-2018,04-06-2018,Serbia
04-06-2018,1328,04-06-2018,04-06-2018,Moldova
04-06-2018,1454,04-06-2018,04-06-2018,Armenia
05-06-2018,1727,05-06-2018,05-06-2018,Romania
05-06-2018,1369,05-06-2018,05-06-2018,Kazakhstan
05-06-2018,1558,05-06-2018,05-06-2018,South Africa
05-06-2018,1265,05-06-2018,05-06-2018,Eswatini
05-06-2018,1384,05-06-2018,05-06-2018,Azerbaijan
05-06-2018,1367,05-06-2018,05-06-2018,Latvia
05-06-2018,1495,05-06-2018,05-06-2018,Georgia
05-06-2018,1360,05-06-2018,05-06-2018,French Guiana
05-06-2018,983,05-06-2018,05-06-2018,Taiwan
05-06-2018,1395,05-06-2018,05-06-2018,Lithuania
05-06-2018,1495,05-06-2018,05-06-2018,New Zealand
05-06-2018,1344,05-06-2018,05-06-2018,Luxembourg
05-06-2018,1438,05-06-2018,05-06-2018,Martinique
05-06-2018,1350,05-06-2018,05-06-2018,Botswana
05-06-2018,1597,05-06-2018,05-06-2018,Finland
05-06-2018,1678,05-06-2018,05-06-2018,Russia
05-06-2018,1728,05-06-2018,05-06-2018,Turkey
05-06-2018,1365,05-06-2018,05-06-2018,Namibia
06-06-2018,1435,06-06-2018,06-06-2018,Zimbabwe
06-06-2018,1644,06-06-2018,06-06-2018,Egypt
06-06-2018,1684,06-06-2018,06-06-2018,Nigeria
06-06-2018,1658,06-06-2018,06-06-2018,Panama
06-06-2018,1480,06-06-2018,06-06-2018,Zambia
06-06-2018,1639,06-06-2018,06-06-2018,Norway
06-06-2018,1290,06-06-2018,06-06-2018,Lesotho
06-06-2018,1713,06-06-2018,06-06-2018,Czech Republic
06-06-2018,1932,06-06-2018,06-06-2018,Belgium
06-06-2018,1529,06-06-2018,06-06-2018,Belarus
06-06-2018,1585,06-06-2018,06-06-2018,Hungary
06-06-2018,1363,06-06-2018,06-06-2018,Madagascar
07-06-2018,1376,07-06-2018,07-06-2018,French Guiana
07-06-2018,1765,07-06-2018,07-06-2018,Iceland
07-06-2018,1189,07-06-2018,07-06-2018,India
07-06-2018,1675,07-06-2018,07-06-2018,Bolivia
07-06-2018,1948,07-06-2018,07-06-2018,England
07-06-2018,1893,07-06-2018,07-06-2018,Uruguay
07-06-2018,1969,07-06-2018,07-06-2018,Portugal
07-06-2018,1600,07-06-2018,07-06-2018,Uzbekistan
07-06-2018,1508,07-06-2018,07-06-2018,Algeria
07-06-2018,1502,07-06-2018,07-06-2018,New Zealand
07-06-2018,1645,07-06-2018,07-06-2018,Ghana
07-06-2018,1241,07-06-2018,07-06-2018,Guadeloupe
07-06-2018,1749,07-06-2018,07-06-2018,Costa Rica
07-06-2018,1728,07-06-2018,07-06-2018,Korea Republic
08-06-2018,1568,08-06-2018,08-06-2018,South Africa
08-06-2018,1314,08-06-2018,08-06-2018,Lesotho
08-06-2018,1358,08-06-2018,08-06-2018,Kenya
08-06-2018,1853,08-06-2018,08-06-2018,Croatia
08-06-2018,1889,08-06-2018,08-06-2018,Switzerland
08-06-2018,1829,08-06-2018,08-06-2018,Poland
08-06-2018,2077,08-06-2018,08-06-2018,Germany
08-06-2018,1339,08-06-2018,08-06-2018,Madagascar
08-06-2018,1790,08-06-2018,08-06-2018,Iran
08-06-2018,1666,08-06-2018,08-06-2018,Japan
08-06-2018,1340,08-06-2018,08-06-2018,Botswana
08-06-2018,1869,08-06-2018,08-06-2018,Chile
08-06-2018,977,08-06-2018,08-06-2018,Taiwan
08-06-2018,1735,08-06-2018,08-06-2018,Senegal
08-06-2018,1393,08-06-2018,08-06-2018,Lithuania
08-06-2018,1585,08-06-2018,08-06-2018,Saudi Arabia
09-06-2018,1741,09-06-2018,09-06-2018,Australia
09-06-2018,1656,09-06-2018,09-06-2018,Tunisia
09-06-2018,1916,09-06-2018,09-06-2018,Peru
09-06-2018,1661,09-06-2018,09-06-2018,Bolivia
09-06-2018,1469,09-06-2018,09-06-2018,Zimbabwe
09-06-2018,1403,09-06-2018,09-06-2018,Azerbaijan
09-06-2018,776,09-06-2018,09-06-2018,Chagos Islands
09-06-2018,1446,09-06-2018,09-06-2018,Zambia
09-06-2018,1856,09-06-2018,09-06-2018,Denmark
09-06-2018,1488,09-06-2018,09-06-2018,Estonia
09-06-2018,1763,09-06-2018,09-06-2018,United States
09-06-2018,1605,09-06-2018,09-06-2018,Finland
09-06-2018,1521,09-06-2018,09-06-2018,Belarus
09-06-2018,1733,09-06-2018,09-06-2018,Morocco
09-06-2018,1850,09-06-2018,09-06-2018,Mexico
09-06-2018,779,09-06-2018,09-06-2018,Tuvalu
09-06-2018,1795,09-06-2018,09-06-2018,Sweden
09-06-2018,2044,09-06-2018,09-06-2018,Spain
09-06-2018,1778,09-06-2018,09-06-2018,Serbia
09-06-2018,1348,09-06-2018,09-06-2018,Latvia
09-06-2018,1576,09-06-2018,09-06-2018,Hungary
09-06-2018,1986,09-06-2018,09-06-2018,France
10-06-2018,1331,10-06-2018,10-06-2018,Kenya
10-06-2018,1741,10-06-2018,10-06-2018,Austria
10-06-2018,2141,10-06-2018,10-06-2018,Brazil
10-06-2018,1216,10-06-2018,10-06-2018,India
11-06-2018,1713,11-06-2018,11-06-2018,Korea Republic
11-06-2018,1743,11-06-2018,11-06-2018,Costa Rica
11-06-2018,1750,11-06-2018,11-06-2018,Senegal
11-06-2018,1938,11-06-2018,11-06-2018,Belgium
12-06-2018,1391,12-06-2018,13-06-2018,Lithuania
12-06-2018,1728,12-06-2018,13-06-2018,Paraguay
12-06-2018,1684,12-06-2018,13-06-2018,Japan
12-06-2018,1831,12-06-2018,13-06-2018,Poland
14-06-2018,1708,14-06-2018,14-06-2018,Russia
14-06-2018,1555,14-06-2018,14-06-2018,Saudi Arabia
15-06-2018,1975,15-06-2018,15-06-2018,Portugal
15-06-2018,2038,15-06-2018,15-06-2018,Spain
15-06-2018,1708,15-06-2018,15-06-2018,Morocco
15-06-2018,1905,15-06-2018,15-06-2018,Uruguay
15-06-2018,1815,15-06-2018,15-06-2018,Iran
15-06-2018,1632,15-06-2018,15-06-2018,Egypt
16-06-2018,1891,16-06-2018,16-06-2018,Denmark
16-06-2018,1878,16-06-2018,16-06-2018,Croatia
16-06-2018,1968,16-06-2018,16-06-2018,Argentina
16-06-2018,1729,16-06-2018,16-06-2018,Australia
16-06-2018,1782,16-06-2018,16-06-2018,Iceland
16-06-2018,1659,16-06-2018,16-06-2018,Nigeria
16-06-2018,1881,16-06-2018,16-06-2018,Peru
16-06-2018,1998,16-06-2018,16-06-2018,France
17-06-2018,1716,17-06-2018,17-06-2018,Costa Rica
17-06-2018,2030,17-06-2018,17-06-2018,Germany
17-06-2018,1897,17-06-2018,17-06-2018,Mexico
17-06-2018,2122,17-06-2018,17-06-2018,Brazil
17-06-2018,1908,17-06-2018,17-06-2018,Switzerland
17-06-2018,1805,17-06-2018,17-06-2018,Serbia
18-06-2018,1647,18-06-2018,18-06-2018,Tunisia
18-06-2018,1690,18-06-2018,18-06-2018,Korea Republic
18-06-2018,1641,18-06-2018,18-06-2018,Panama
18-06-2018,1957,18-06-2018,18-06-2018,England
18-06-2018,1955,18-06-2018,18-06-2018,Belgium
18-06-2018,1818,18-06-2018,18-06-2018,Sweden
19-06-2018,1732,19-06-2018,19-06-2018,Russia
19-06-2018,1787,19-06-2018,19-06-2018,Senegal
19-06-2018,1732,19-06-2018,19-06-2018,Japan
19-06-2018,1879,19-06-2018,19-06-2018,Colombia
19-06-2018,1794,19-06-2018,19-06-2018,Poland
19-06-2018,1608,19-06-2018,19-06-2018,Egypt
20-06-2018,2051,20-06-2018,20-06-2018,Spain
20-06-2018,1912,20-06-2018,20-06-2018,Uruguay
20-06-2018,1986,20-06-2018,20-06-2018,Portugal
20-06-2018,1802,20-06-2018,20-06-2018,Iran
20-06-2018,1548,20-06-2018,20-06-2018,Saudi Arabia
20-06-2018,1697,20-06-2018,20-06-2018,Morocco
21-06-2018,1878,21-06-2018,21-06-2018,Denmark
21-06-2018,1861,21-06-2018,21-06-2018,Peru
21-06-2018,1902,21-06-2018,21-06-2018,Argentina
21-06-2018,1742,21-06-2018,21-06-2018,Australia
21-06-2018,1944,21-06-2018,21-06-2018,Croatia
21-06-2018,2018,21-06-2018,21-06-2018,France
22-06-2018,1784,22-06-2018,22-06-2018,Serbia
22-06-2018,1708,22-06-2018,22-06-2018,Costa Rica
22-06-2018,1929,22-06-2018,22-06-2018,Switzerland
22-06-2018,1719,22-06-2018,22-06-2018,Nigeria
22-06-2018,2130,22-06-2018,22-06-2018,Brazil
22-06-2018,1722,22-06-2018,22-06-2018,Iceland
23-06-2018,1804,23-06-2018,23-06-2018,Sweden
23-06-2018,1970,23-06-2018,23-06-2018,Belgium
23-06-2018,2044,23-06-2018,23-06-2018,Germany
23-06-2018,1911,23-06-2018,23-06-2018,Mexico
23-06-2018,1632,23-06-2018,23-06-2018,Tunisia
23-06-2018,1676,23-06-2018,23-06-2018,Korea Republic
24-06-2018,1737,24-06-2018,24-06-2018,Japan
24-06-2018,1974,24-06-2018,24-06-2018,England
24-06-2018,1782,24-06-2018,24-06-2018,Senegal
24-06-2018,1624,24-06-2018,24-06-2018,Panama
24-06-2018,1754,24-06-2018,24-06-2018,Poland
24-06-2018,1919,24-06-2018,24-06-2018,Colombia
25-06-2018,1691,25-06-2018,25-06-2018,Russia
25-06-2018,1583,25-06-2018,25-06-2018,Saudi Arabia
25-06-2018,1971,25-06-2018,25-06-2018,Portugal
25-06-2018,1573,25-06-2018,25-06-2018,Egypt
25-06-2018,1720,25-06-2018,25-06-2018,Morocco
25-06-2018,1953,25-06-2018,25-06-2018,Uruguay
25-06-2018,1817,25-06-2018,25-06-2018,Iran
25-06-2018,2028,25-06-2018,25-06-2018,Spain
26-06-2018,1918,26-06-2018,26-06-2018,Argentina
26-06-2018,1709,26-06-2018,26-06-2018,Iceland
26-06-2018,1703,26-06-2018,26-06-2018,Nigeria
26-06-2018,1712,26-06-2018,26-06-2018,Australia
26-06-2018,1957,26-06-2018,26-06-2018,Croatia
26-06-2018,2007,26-06-2018,26-06-2018,France
26-06-2018,1889,26-06-2018,26-06-2018,Denmark
26-06-2018,1891,26-06-2018,26-06-2018,Peru
27-06-2018,1773,27-06-2018,27-06-2018,Serbia
27-06-2018,1912,27-06-2018,27-06-2018,Switzerland
27-06-2018,1964,27-06-2018,27-06-2018,Germany
27-06-2018,1843,27-06-2018,27-06-2018,Mexico
27-06-2018,2141,27-06-2018,27-06-2018,Brazil
27-06-2018,1725,27-06-2018,27-06-2018,Costa Rica
27-06-2018,1756,27-06-2018,27-06-2018,Korea Republic
27-06-2018,1872,27-06-2018,27-06-2018,Sweden
28-06-2018,1944,28-06-2018,29-06-2018,England
28-06-2018,1763,28-06-2018,29-06-2018,Senegal
28-06-2018,1708,28-06-2018,29-06-2018,Japan
28-06-2018,1595,28-06-2018,29-06-2018,Panama
28-06-2018,1783,28-06-2018,29-06-2018,Poland
28-06-2018,1661,28-06-2018,29-06-2018,Tunisia
28-06-2018,1938,28-06-2018,29-06-2018,Colombia
28-06-2018,2000,28-06-2018,29-06-2018,Belgium
30-06-2018,2029,30-06-2018,30-06-2018,France
30-06-2018,1896,30-06-2018,30-06-2018,Argentina
30-06-2018,1939,30-06-2018,30-06-2018,Portugal
30-06-2018,1985,30-06-2018,30-06-2018,Uruguay
01-07-2018,1951,01-07-2018,01-07-2018,Croatia
01-07-2018,1709,01-07-2018,01-07-2018,Russia
01-07-2018,1895,01-07-2018,01-07-2018,Denmark
01-07-2018,2010,01-07-2018,01-07-2018,Spain
02-07-2018,2009,02-07-2018,02-07-2018,Belgium
02-07-2018,2155,02-07-2018,02-07-2018,Brazil
02-07-2018,1699,02-07-2018,02-07-2018,Japan
02-07-2018,1829,02-07-2018,02-07-2018,Mexico
03-07-2018,1905,03-07-2018,04-07-2018,Sweden
03-07-2018,1939,03-07-2018,04-07-2018,Colombia
03-07-2018,1879,03-07-2018,04-07-2018,Switzerland
03-07-2018,1943,03-07-2018,04-07-2018,England
05-07-2018,1232,05-07-2018,05-07-2018,Fiji
05-07-2018,1066,05-07-2018,05-07-2018,Malaysia
06-07-2018,2113,06-07-2018,06-07-2018,Brazil
06-07-2018,1946,06-07-2018,06-07-2018,Uruguay
06-07-2018,2051,06-07-2018,06-07-2018,Belgium
06-07-2018,2068,06-07-2018,06-07-2018,France
07-07-2018,1865,07-07-2018,09-07-2018,Sweden
07-07-2018,1939,07-07-2018,09-07-2018,Croatia
07-07-2018,1983,07-07-2018,09-07-2018,England
07-07-2018,1721,07-07-2018,09-07-2018,Russia
10-07-2018,2097,10-07-2018,10-07-2018,France
10-07-2018,2022,10-07-2018,10-07-2018,Belgium
11-07-2018,1949,11-07-2018,13-07-2018,England
11-07-2018,1973,11-07-2018,13-07-2018,Croatia
14-07-2018,2058,14-07-2018,14-07-2018,Belgium
14-07-2018,1913,14-07-2018,14-07-2018,England
15-07-2018,1943,15-07-2018,21-07-2018,Croatia
15-07-2018,2127,15-07-2018,21-07-2018,France
22-07-2018,1308,22-07-2018,24-07-2018,Liberia
22-07-2018,1379,22-07-2018,24-07-2018,Sierra Leone
25-07-2018,851,25-07-2018,26-07-2018,Sint Maarten
25-07-2018,625,25-07-2018,26-07-2018,British Virgin Islands
27-07-2018,714,27-07-2018,27-07-2018,Saint Barthélemy
27-07-2018,631,27-07-2018,27-07-2018,British Virgin Islands
27-07-2018,577,27-07-2018,27-07-2018,Anguilla
27-07-2018,843,27-07-2018,27-07-2018,Saint Martin
28-07-2018,646,28-07-2018,03-08-2018,British Virgin Islands
28-07-2018,699,28-07-2018,03-08-2018,Saint Barthélemy
28-07-2018,570,28-07-2018,03-08-2018,Anguilla
28-07-2018,850,28-07-2018,03-08-2018,Saint Martin
04-08-2018,1565,04-08-2018,10-08-2018,Iran
04-08-2018,1128,04-08-2018,10-08-2018,Barbados
04-08-2018,1376,04-08-2018,10-08-2018,Palestine
04-08-2018,1177,04-08-2018,10-08-2018,Belize
11-08-2018,1018,11-08-2018,14-08-2018,Dominica
11-08-2018,1234,11-08-2018,14-08-2018,Guadeloupe
15-08-2018,1515,15-08-2018,16-08-2018,Guatemala
15-08-2018,1293,15-08-2018,16-08-2018,Cuba
17-08-2018,1578,17-08-2018,17-08-2018,Jamaica
17-08-2018,1097,17-08-2018,17-08-2018,Grenada
18-08-2018,1290,18-08-2018,18-08-2018,Cuba
18-08-2018,1043,18-08-2018,18-08-2018,Andorra
18-08-2018,1346,18-08-2018,18-08-2018,French Guiana
18-08-2018,1518,18-08-2018,18-08-2018,Guatemala
18-08-2018,1274,18-08-2018,18-08-2018,Suriname
18-08-2018,1522,18-08-2018,18-08-2018,UAE
19-08-2018,1373,19-08-2018,19-08-2018,Palestine
19-08-2018,1158,19-08-2018,19-08-2018,Afghanistan
20-08-2018,1570,20-08-2018,21-08-2018,Jamaica
20-08-2018,1136,20-08-2018,21-08-2018,Barbados
22-08-2018,578,22-08-2018,25-08-2018,Anguilla
22-08-2018,843,22-08-2018,25-08-2018,Sint Maarten
26-08-2018,1138,26-08-2018,26-08-2018,Barbados
26-08-2018,1320,26-08-2018,26-08-2018,Lesotho
26-08-2018,855,26-08-2018,26-08-2018,Saint Martin
26-08-2018,1288,26-08-2018,26-08-2018,Cuba
26-08-2018,573,26-08-2018,26-08-2018,Anguilla
26-08-2018,1259,26-08-2018,26-08-2018,Eswatini
27-08-2018,1250,27-08-2018,28-08-2018,Eswatini
27-08-2018,1329,27-08-2018,28-08-2018,Lesotho
29-08-2018,1301,29-08-2018,31-08-2018,Cuba
29-08-2018,706,29-08-2018,31-08-2018,Sri Lanka
29-08-2018,1202,29-08-2018,31-08-2018,Solomon Islands
29-08-2018,671,29-08-2018,31-08-2018,Macao
29-08-2018,1125,29-08-2018,31-08-2018,Barbados
29-08-2018,789,29-08-2018,31-08-2018,Bangladesh
01-09-2018,664,01-09-2018,01-09-2018,East Timor
01-09-2018,597,01-09-2018,01-09-2018,Brunei
02-09-2018,405,02-09-2018,03-09-2018,Northern Mariana Islands
02-09-2018,684,02-09-2018,03-09-2018,Mongolia
02-09-2018,1275,02-09-2018,03-09-2018,Ethiopia
02-09-2018,839,02-09-2018,03-09-2018,Guam
02-09-2018,645,02-09-2018,03-09-2018,Macao
02-09-2018,1319,02-09-2018,03-09-2018,Burundi
04-09-2018,798,04-09-2018,04-09-2018,Bangladesh
04-09-2018,794,04-09-2018,04-09-2018,Guam
04-09-2018,395,04-09-2018,04-09-2018,Northern Mariana Islands
04-09-2018,879,04-09-2018,04-09-2018,Nepal
04-09-2018,966,04-09-2018,04-09-2018,Pakistan
04-09-2018,694,04-09-2018,04-09-2018,Mongolia
04-09-2018,690,04-09-2018,04-09-2018,Macao
04-09-2018,574,04-09-2018,04-09-2018,Bhutan
05-09-2018,703,05-09-2018,05-09-2018,Sri Lanka
05-09-2018,1875,05-09-2018,05-09-2018,Denmark
05-09-2018,1772,05-09-2018,05-09-2018,Slovakia
05-09-2018,1219,05-09-2018,05-09-2018,India
05-09-2018,1228,05-09-2018,05-09-2018,Fiji
05-09-2018,1206,05-09-2018,05-09-2018,Solomon Islands
06-09-2018,1180,06-09-2018,06-09-2018,Guyana
06-09-2018,1341,06-09-2018,06-09-2018,Kazakhstan
06-09-2018,1462,06-09-2018,06-09-2018,Jordan
06-09-2018,1086,06-09-2018,06-09-2018,Gibraltar
06-09-2018,1031,06-09-2018,06-09-2018,Dominica
06-09-2018,1689,06-09-2018,06-09-2018,Czech Republic
06-09-2018,822,06-09-2018,06-09-2018,Bangladesh
06-09-2018,1408,06-09-2018,06-09-2018,Bahrain
06-09-2018,1757,06-09-2018,06-09-2018,Austria
06-09-2018,1457,06-09-2018,06-09-2018,Armenia
06-09-2018,1238,06-09-2018,06-09-2018,Kyrgyzstan
06-09-2018,1968,06-09-2018,06-09-2018,Germany
06-09-2018,676,06-09-2018,06-09-2018,Macao
06-09-2018,890,06-09-2018,06-09-2018,Nepal
06-09-2018,1946,06-09-2018,06-09-2018,Croatia
06-09-2018,1395,06-09-2018,06-09-2018,Cyprus
06-09-2018,1884,06-09-2018,06-09-2018,Peru
06-09-2018,563,06-09-2018,06-09-2018,Bhutan
06-09-2018,794,06-09-2018,06-09-2018,Guam
06-09-2018,409,06-09-2018,06-09-2018,Northern Mariana Islands
06-09-2018,1059,06-09-2018,06-09-2018,Andorra
06-09-2018,1372,06-09-2018,06-09-2018,Palestine
06-09-2018,1523,06-09-2018,06-09-2018,Georgia
06-09-2018,1466,06-09-2018,06-09-2018,Lebanon
06-09-2018,1134,06-09-2018,06-09-2018,Barbados
06-09-2018,1525,06-09-2018,06-09-2018,Macedonia
06-09-2018,2123,06-09-2018,06-09-2018,France
06-09-2018,1261,06-09-2018,06-09-2018,Suriname
06-09-2018,1775,06-09-2018,06-09-2018,Ukraine
06-09-2018,942,06-09-2018,06-09-2018,Pakistan
06-09-2018,1193,06-09-2018,06-09-2018,Philippines
06-09-2018,1849,06-09-2018,06-09-2018,Sweden
06-09-2018,1140,06-09-2018,06-09-2018,Liechtenstein
06-09-2018,1640,06-09-2018,06-09-2018,Bulgaria
06-09-2018,1503,06-09-2018,06-09-2018,UAE
06-09-2018,1610,06-09-2018,06-09-2018,Syria
06-09-2018,1707,06-09-2018,06-09-2018,Rep. of Ireland
06-09-2018,1914,06-09-2018,06-09-2018,Netherlands
06-09-2018,1647,06-09-2018,06-09-2018,Norway
06-09-2018,1936,06-09-2018,06-09-2018,Portugal
06-09-2018,1600,06-09-2018,06-09-2018,Slovenia
06-09-2018,1443,06-09-2018,06-09-2018,Trin & Tobago
06-09-2018,1597,06-09-2018,06-09-2018,Uzbekistan
06-09-2018,1332,06-09-2018,06-09-2018,Latvia
06-09-2018,1798,06-09-2018,06-09-2018,Wales
06-09-2018,694,06-09-2018,06-09-2018,Mongolia
07-09-2018,1573,07-09-2018,07-09-2018,Albania
07-09-2018,571,07-09-2018,07-09-2018,Anguilla
07-09-2018,1152,07-09-2018,07-09-2018,Antigua and Barbuda
07-09-2018,1399,07-09-2018,07-09-2018,Azerbaijan
07-09-2018,1185,07-09-2018,07-09-2018,Belize
07-09-2018,1755,07-09-2018,07-09-2018,Ecuadors
07-09-2018,1308,07-09-2018,07-09-2018,Faroe Islands
07-09-2018,1880,07-09-2018,07-09-2018,Italy
07-09-2018,1384,07-09-2018,07-09-2018,Lithuania
07-09-2018,930,07-09-2018,07-09-2018,Maldives
07-09-2018,1500,07-09-2018,07-09-2018,Qatar
07-09-2018,1900,07-09-2018,07-09-2018,Argentina
07-09-2018,1944,07-09-2018,07-09-2018,Colombia
07-09-2018,1747,07-09-2018,07-09-2018,Russia
07-09-2018,2119,07-09-2018,07-09-2018,Brazil
07-09-2018,1513,07-09-2018,07-09-2018,Israel
07-09-2018,1348,07-09-2018,07-09-2018,French Guiana
07-09-2018,1151,07-09-2018,07-09-2018,Saint Lucia
07-09-2018,1514,07-09-2018,07-09-2018,Guatemala
07-09-2018,1434,07-09-2018,07-09-2018,Kosovo
07-09-2018,897,07-09-2018,07-09-2018,Bahamas
07-09-2018,1733,07-09-2018,07-09-2018,Venezuela
07-09-2018,1562,07-09-2018,07-09-2018,Jamaica
07-09-2018,1190,07-09-2018,07-09-2018,Malta
07-09-2018,1041,07-09-2018,07-09-2018,Singapore
07-09-2018,1794,07-09-2018,07-09-2018,Poland
07-09-2018,715,07-09-2018,07-09-2018,Sri Lanka
07-09-2018,1527,07-09-2018,07-09-2018,China PR
07-09-2018,1609,07-09-2018,07-09-2018,Montenegro
07-09-2018,2065,07-09-2018,07-09-2018,Belgium
07-09-2018,1076,07-09-2018,07-09-2018,Mauritius
07-09-2018,1715,07-09-2018,07-09-2018,Costa Rica
07-09-2018,1051,07-09-2018,07-09-2018,Malaysia
07-09-2018,1715,07-09-2018,07-09-2018,Romania
07-09-2018,1817,07-09-2018,07-09-2018,Mexico
07-09-2018,1780,07-09-2018,07-09-2018,Serbia
07-09-2018,1703,07-09-2018,07-09-2018,Scotland
07-09-2018,1766,07-09-2018,07-09-2018,Korea Republic
07-09-2018,992,07-09-2018,07-09-2018,Taiwan
07-09-2018,1958,07-09-2018,07-09-2018,Uruguay
07-09-2018,1757,07-09-2018,07-09-2018,United States
07-09-2018,1702,07-09-2018,07-09-2018,Turkey
08-09-2018,646,08-09-2018,08-09-2018,East Timor
08-09-2018,1625,08-09-2018,08-09-2018,Cameroon
08-09-2018,759,08-09-2018,08-09-2018,Turks and Caicos Islands
08-09-2018,1300,08-09-2018,08-09-2018,Niger
08-09-2018,2030,08-09-2018,08-09-2018,Spain
08-09-2018,1235,08-09-2018,08-09-2018,Sudan
08-09-2018,1563,08-09-2018,08-09-2018,Hungary
08-09-2018,1330,08-09-2018,08-09-2018,Burundi
08-09-2018,1501,08-09-2018,08-09-2018,Algeria
08-09-2018,1614,08-09-2018,08-09-2018,Ghana
08-09-2018,1303,08-09-2018,08-09-2018,Moldova
08-09-2018,1555,08-09-2018,08-09-2018,Burkina Faso
08-09-2018,1472,08-09-2018,08-09-2018,El Salvador
08-09-2018,1275,08-09-2018,08-09-2018,Malawi
08-09-2018,1285,08-09-2018,08-09-2018,Guinea-Bissau
08-09-2018,1447,08-09-2018,08-09-2018,Zambia
08-09-2018,1766,08-09-2018,08-09-2018,Bosnia and Herzegovina
08-09-2018,556,08-09-2018,08-09-2018,Bhutan
08-09-2018,1705,08-09-2018,08-09-2018,Nigeria
08-09-2018,1485,08-09-2018,08-09-2018,Libya
08-09-2018,1301,08-09-2018,08-09-2018,Nicaragua
08-09-2018,1694,08-09-2018,08-09-2018,Iceland
08-09-2018,1329,08-09-2018,08-09-2018,Tanzania
08-09-2018,852,08-09-2018,08-09-2018,San Marino
08-09-2018,923,08-09-2018,08-09-2018,Nepal
08-09-2018,1662,08-09-2018,08-09-2018,Greece
08-09-2018,1894,08-09-2018,08-09-2018,Switzerland
08-09-2018,789,08-09-2018,08-09-2018,Bangladesh
08-09-2018,1522,08-09-2018,08-09-2018,Belarus
08-09-2018,1409,08-09-2018,08-09-2018,Uganda
08-09-2018,1043,08-09-2018,08-09-2018,Comoros
08-09-2018,1304,08-09-2018,08-09-2018,Cuba
08-09-2018,1582,08-09-2018,08-09-2018,Egypt
08-09-2018,1893,08-09-2018,08-09-2018,England
08-09-2018,1336,08-09-2018,08-09-2018,Equatorial Guinea
08-09-2018,1471,08-09-2018,08-09-2018,Estonia
08-09-2018,1618,08-09-2018,08-09-2018,Finland
08-09-2018,1428,08-09-2018,08-09-2018,Gabon
08-09-2018,1283,08-09-2018,08-09-2018,Gambia
08-09-2018,1362,08-09-2018,08-09-2018,Kenya
08-09-2018,1369,08-09-2018,08-09-2018,Luxembourg
08-09-2018,615,08-09-2018,08-09-2018,Brunei
08-09-2018,644,08-09-2018,08-09-2018,Montserrat
08-09-2018,1723,08-09-2018,08-09-2018,Morocco
08-09-2018,1307,08-09-2018,08-09-2018,Mozambique
08-09-2018,1364,08-09-2018,08-09-2018,Namibia
08-09-2018,1654,08-09-2018,08-09-2018,Northern Ireland
08-09-2018,949,08-09-2018,08-09-2018,Pakistan
08-09-2018,962,08-09-2018,08-09-2018,Seychelles
08-09-2018,1558,08-09-2018,08-09-2018,South Africa
08-09-2018,1364,08-09-2018,08-09-2018,Mauritania
08-09-2018,1077,08-09-2018,08-09-2018,Saint Vincent and the Grenadines
09-09-2018,1879,09-09-2018,09-09-2018,Peru
09-09-2018,1328,09-09-2018,09-09-2018,Central African Republic
09-09-2018,920,09-09-2018,09-09-2018,Maldives
09-09-2018,948,09-09-2018,09-09-2018,Cayman Islands
09-09-2018,1535,09-09-2018,09-09-2018,Oman
09-09-2018,1440,09-09-2018,09-09-2018,Armenia
09-09-2018,1579,09-09-2018,09-09-2018,Democratic Republic of Congo
09-09-2018,1068,09-09-2018,09-09-2018,Gibraltar
09-09-2018,1326,09-09-2018,09-09-2018,Latvia
09-09-2018,1748,09-09-2018,09-09-2018,Senegal
09-09-2018,1609,09-09-2018,09-09-2018,Ivory coast
09-09-2018,1528,09-09-2018,09-09-2018,Mali
09-09-2018,1436,09-09-2018,09-09-2018,Cape Verde
09-09-2018,1908,09-09-2018,09-09-2018,Netherlands
09-09-2018,1574,09-09-2018,09-09-2018,Slovenia
09-09-2018,1670,09-09-2018,09-09-2018,Tunisia
09-09-2018,977,09-09-2018,09-09-2018,Bonaire
09-09-2018,1782,09-09-2018,09-09-2018,Wales
09-09-2018,1470,09-09-2018,09-09-2018,Zimbabwe
09-09-2018,721,09-09-2018,09-09-2018,US Virgin Islands
